frame,period,shooter_team,player_x,player_y,ball_speed_mps,accel_mps2,vel_x,attacking_goal_x,shot_score,game_minute,game_second,ball_path
3665,1,Liverpool Football Club,-4.29752022879,10.4116643724,20.41539843650209,9.94876364312343,-18.062053013259998,-52.5,112.02575582563388,5,21,"[[-2.79190409211, 8.90709995059], [-4.54856748908, 8.13916221271], [-6.297015934, 7.54828248009], [-8.00340236146, 6.8210954049], [-9.68621014194, 6.0721907936], [-11.3454392754, 5.30156864619], [-12.8771290848, 4.03376251027], [-14.3618731215, 2.92936519603], [-15.849668805, 1.95498398724], [-17.2443054879, 0.993148161774], [-18.532438128, 0.159949409615], [-19.7287741912, -0.633142986147], [-20.8269122611, -1.29395600476], [-21.8794834601, -1.81216387651], [-22.8691788142, -2.18699796721], [-23.7959983236, -2.41845827686]]"
3816,1,Manchester City,15.5122624352,30.4137023744,14.511268215258042,29.07305090463152,7.555972314999995,52.5,101.62939198092172,5,36,"[[16.2334267416, 28.424934659], [17.1989856343, 27.0347195564], [18.0183540349, 25.2569288246], [18.8508715235, 23.1950512276], [19.6965380999, 20.8490867653], [20.0945547924, 19.0804421342], [20.5623143882, 17.2171482008], [21.0144565736, 15.508452182], [21.4192935045, 13.8151688938], [21.8702402833, 12.4950021375], [22.1745848736, 10.9801328639], [22.439909117, 9.53316194201], [22.645136428, 8.42097214484], [22.7797634393, 7.47289455121], [22.8437901508, 6.68892916115], [23.4057770096, 8.0697308474]]"
5067,1,Manchester City,8.94352015995,-27.4793943678,16.693150156656376,32.46343586355735,16.470751663899996,52.5,115.92918664683923,7,41,"[[11.1080657549, -27.5459347135], [12.8558483553, -27.7898635438], [14.8547173104, -28.0413091723], [17.1046726202, -28.3002715991], [18.4487653337, -28.2994274815], [19.9547075121, -28.3933033007], [21.3844228633, -28.4607900732], [22.6580134237, -28.6773296312], [23.835245349, -28.9080532808], [24.9338113787, -29.0604296696], [25.9439427518, -29.2270163865], [26.906787495, -29.3797599902], [27.8096017882, -29.5132778438], [28.6523856313, -29.6275699471], [29.5054341545, -29.7451431837]]"
5485,1,Manchester City,26.8119114467,-2.97207207907,21.072433360367224,0.15174064590049477,1.733091181000006,52.5,105.51390744773661,8,23,"[[33.4710868226, 0.942473296938], [33.6520460896, -1.12993968377], [33.9346261626, -2.96879894179], [34.2254736978, -4.72647230439], [34.5298464325, -6.41283275534], [34.8477443669, -8.02788029464], [35.3268790494, -9.20991531719], [35.7343030313, -10.4641784243], [36.1579716702, -11.636377244], [36.5720847217, -12.7678433528], [36.9460516472, -13.884879206], [37.3558918372, -14.866952767], [37.7369011205, -15.8076531101], [38.0857248296, -16.6947893501], [38.4142432964, -17.5153436893], [38.722456521, -18.2693161279]]"
5661,1,Liverpool Football Club,-26.4612994875,-2.14397241814,19.217808439508676,12.280268152327315,-14.631414314513046,-52.5,108.36931034987069,8,41,"[[-25.6710993543, -1.75293524846], [-26.6678082851, -1.917218154], [-27.3828829844, -2.1435763296], [-27.8757881219, -2.36911974702], [-28.192949227, -2.66856582511], [-28.4056914831, -3.10939753144], [-28.5847814919, -3.5611988992], [-28.7265319783, -3.98766881737], [-28.8073641506, -4.43774416717], [-28.8272780087, -4.91142494858], [-29.0642087185, -4.99523450853], [-29.2022823878, -5.13718921612], [-29.3428704537, -5.20815457295], [-29.338198172, -5.52355789018], [-29.2282634743, -6.05148131119], [-29.0635413564, -6.67562573845]]"
6161,1,Manchester City,28.0986196427,-1.20536486485,17.391740210853097,27.803346288560373,15.18759127700001,52.5,114.76204734282587,9,31,"[[28.9302479008, -2.6376370471], [30.3631699885, -3.47530842174], [31.8281508954, -4.32753478147], [33.1168195142, -5.0768641035], [34.1897094322, -5.97222408575], [35.1935818523, -6.78557292778], [36.143571055, -7.50806498594], [37.0536134104, -8.14653683094], [37.9151155983, -8.69795684496], [38.7280776187, -9.16232502802], [39.4673731496, -9.66500502105], [40.0001134828, -9.90660122102], [40.3742113418, -10.0419225131], [40.6829908949, -10.0350378208], [41.0789971284, -10.0210287359], [41.5481565803, -10.045993266]]"
6162,1,Manchester City,28.624968665,-1.56870055199,16.598069289257086,14.45315226995549,14.329220876999997,52.5,97.44349871624092,9,31,"[[30.3631699885, -3.47530842174], [31.8281508954, -4.32753478147], [33.1168195142, -5.0768641035], [34.1897094322, -5.97222408575], [35.1935818523, -6.78557292778], [36.143571055, -7.50806498594], [37.0536134104, -8.14653683094], [37.9151155983, -8.69795684496], [38.7280776187, -9.16232502802], [39.4673731496, -9.66500502105], [40.0001134828, -9.90660122102], [40.3742113418, -10.0419225131], [40.6829908949, -10.0350378208], [41.0789971284, -10.0210287359], [41.5481565803, -10.045993266], [42.0990251925, -9.96734888432]]"
6460,1,Liverpool Football Club,-27.2533686502,19.3680419922,15.395345551713485,45.315512089543155,-6.363581271999976,-52.5,122.29223984811057,10,1,"[[-29.0577685514, 17.366535021], [-30.8797291937, 15.7427930011], [-32.5737484922, 14.3661151059], [-34.4614805574, 13.3023057584], [-36.0620291712, 12.0268859623], [-37.4767513478, 10.5237434982], [-38.7959026711, 9.0448800434], [-40.0295652739, 7.54846861005], [-41.2515815837, 6.2378927783], [-42.4380211405, 5.05640760632], [-43.5888839442, 4.00401309411], [-44.7450154654, 3.01059344124], [-45.7654705327, 2.2893460542], [-46.712583774, 1.73390278698]]"
7130,1,Liverpool Football Club,-23.7844124749,-17.0633750189,22.95102326471288,8.556540980231317,-6.671134393999978,-52.5,123.31165730379573,11,8,"[[-28.6073054572, -19.3655141314], [-29.1577869788, -17.9770990432], [-29.7070324291, -16.4629131602], [-30.26509639, -15.004123979], [-30.7917274065, -13.6959995181], [-31.2880990449, -12.4975112251], [-31.7034548288, -11.5046790425], [-32.0298082931, -10.7342535351], [-32.2024843226, -10.2064059154], [-32.2465762814, -9.91198638739], [-32.1620841695, -9.85099495104], [-32.2918859268, -9.46020752282], [-32.3175715706, -9.17064540167], [-32.3023257245, -8.81056710653], [-32.1418530944, -8.48793223417], [-31.9195288653, -8.11472231931]]"
8034,1,Liverpool Football Club,-31.2765182313,-15.3468539374,16.343769843425704,16.454471940711812,-9.266824397000022,-52.5,98.17332115784033,12,38,"[[-35.6838489115, -15.7443231146], [-36.4922726193, -14.5655237383], [-37.2531527336, -13.4779017902], [-38.0103111047, -12.4083460275], [-38.6950139417, -11.4467021712], [-39.3247701841, -10.574852288], [-39.8995798318, -9.79279637792], [-40.3508199794, -9.0854699353], [-40.8061969016, -8.41629421723], [-41.2433571868, -7.7530025186], [-41.6778674395, -7.08975844693], [-42.0710685812, -6.48428269754], [-42.4473057431, -5.9247263424], [-42.8187673558, -5.41084603774], [-43.1773622545, -4.93204210212], [-43.528535724, -4.48958558703]]"
8154,1,Manchester City,13.7471692676,2.41255848181,15.31411628840022,24.246205389011635,7.541822499000013,52.5,100.81678683101273,12,50,"[[14.9751685247, 5.2363817164], [15.8972908488, 6.9135237295], [16.880869149, 8.67893490987], [17.8174491264, 10.3651371359], [18.7540291038, 12.0513393619], [19.6906090812, 13.737541588], [20.6271890586, 15.423743814], [21.8691381377, 16.7325508302], [23.0794685096, 17.9094126143], [24.2679044453, 18.8349887175], [25.4842438397, 19.9806966867], [26.5697863666, 20.6388263506], [27.5903883228, 21.078471927], [28.7020855915, 21.8737687339], [29.7776619035, 22.6362550625], [30.8449279586, 23.4394130426]]"
8339,1,Manchester City,9.47385715303,10.9942749114,12.1190805905388,43.68923595115027,9.098305507000006,52.5,104.28463890384427,13,9,"[[11.1661884769, 11.9273728771], [12.3735885106, 13.0446637094], [14.1251056183, 14.2636116168], [15.6795255897, 15.5812209806], [17.0807014368, 16.8924990326], [18.3993352563, 18.2061921087], [19.6272177028, 19.5527947152], [20.6967079458, 20.8014102541], [21.6101651589, 21.9916662986], [22.4311406326, 23.085049968], [23.1300316195, 24.0862187602], [23.7068381196, 24.995172675], [24.405874513, 26.0905700042], [25.0212225438, 27.132764298], [25.5639982707, 28.0394085977], [26.0695728084, 28.8198349394]]"
8375,1,Manchester City,31.0221736545,29.0526686169,16.670358115123054,44.65368557502589,7.144736569999992,52.5,128.00547615064116,13,12,"[[32.0890051026, 25.588427029], [33.1910725407, 23.8555923279], [34.5003180031, 21.921702441], [35.9584458298, 19.9908993146], [37.6293784346, 17.9822128385], [39.5131158175, 15.8956430127], [40.7294774487, 13.9544533972], [41.6732990194, 11.4468547666], [42.3636098955, 8.72900911133], [43.0195372551, 6.12826956136], [43.9035088784, 4.07690439792], [44.8752368152, 2.34384299352], [45.9347210654, 0.929085348187]]"
9798,1,Liverpool Football Club,-3.75329958825,-5.77895707176,14.411132056651644,43.860648146811705,-10.311523638699999,-52.5,115.91630843006993,15,34,"[[-4.99360030447, -6.35766039879], [-6.32439993694, -7.72276756059], [-7.95484683802, -9.44623858323], [-9.31799243858, -10.9596243471], [-10.525313996, -12.4914487443], [-11.6256016109, -13.7913852971], [-12.6207665135, -15.0761391322], [-13.5582315842, -16.2946156672], [-14.4463373281, -17.3858584327], [-15.2605000492, -18.4143637495], [-16.0248466636, -19.3716254745], [-16.7331830426, -20.2551265356], [-17.385509186, -21.0648669329], [-17.8927578435, -21.704507218], [-18.2489608822, -22.0404590526], [-18.4709735757, -22.2459933268]]"
10146,1,Liverpool Football Club,-12.683319773,22.3347514925,17.615194613190333,12.196332651930467,-16.908756687500002,-52.5,100.27230571788213,16,9,"[[-9.03920882118, 22.9044887112], [-10.8680859972, 23.0501515709], [-12.5522079697, 23.2026266223], [-14.2031864182, 23.2784245777], [-15.8210213427, 23.2775454371], [-17.0537105133, 23.0576343672], [-18.2902079243, 22.9952624827], [-19.430285022, 22.8408946548], [-20.5090882346, 22.8679341869], [-21.5300040118, 22.8252431979], [-22.5329869842, 22.9400066761], [-23.4574483214, 22.8712477539], [-24.3343507852, 22.8409459858], [-25.1576395056, 22.7988767022], [-25.9273144827, 22.7450399031], [-26.5646719671, 22.7069294007]]"
10684,1,Liverpool Football Club,-10.3559280577,-28.815175556,12.454645201635001,35.54834660792074,-10.617341197000005,-52.5,97.82157261609575,17,3,"[[-11.874114034, -27.7028409573], [-13.3166959658, -26.7495364897], [-15.1440105678, -25.8995892884], [-17.0616923571, -25.2450788629], [-18.936234367, -24.4284943696], [-20.8722414188, -23.5729253877], [-22.8697135124, -22.6783719171], [-24.3247121259, -21.2667908714], [-25.9468067685, -19.9180300123], [-27.4295313173, -18.6349422307], [-29.0617837784, -16.9583121412], [-30.7943517492, -15.0082889415], [-32.5409212035, -12.9495046554], [-34.194171606, -10.9319256555], [-35.6752474592, -9.10111977966], [-37.0175145078, -7.40101668997]]"
10781,1,Manchester City,10.4698406855,2.0237734999,17.205546987745247,31.395958700630207,16.366474854999993,52.5,117.42369363935644,17,13,"[[11.8055006378, 1.48472251968], [13.3852366132, 0.970937531654], [15.0551038075, 0.555521720301], [16.5140535802, 0.0590896104563], [17.8494848776, -0.478653050887], [19.0943829081, -0.884327135171], [20.2127968009, -1.32007163193], [21.2521521015, -1.7679645532], [22.194292478, -2.22507394938], [23.0392179305, -2.69139982046], [23.7320841498, -2.74294227492], [24.481668813, -2.79675562858], [25.1862966317, -3.02083305743], [25.9385971013, -3.20781635163], [26.6103794519, -3.35196146417], [27.1877857903, -3.67794605366]]"
10782,1,Manchester City,10.9272940954,1.48370502676,16.611865536097586,19.309493496076055,15.797359754000002,52.5,102.36882117656398,17,13,"[[13.3852366132, 0.970937531654], [15.0551038075, 0.555521720301], [16.5140535802, 0.0590896104563], [17.8494848776, -0.478653050887], [19.0943829081, -0.884327135171], [20.2127968009, -1.32007163193], [21.2521521015, -1.7679645532], [22.194292478, -2.22507394938], [23.0392179305, -2.69139982046], [23.7320841498, -2.74294227492], [24.481668813, -2.79675562858], [25.1862966317, -3.02083305743], [25.9385971013, -3.20781635163], [26.6103794519, -3.35196146417], [27.1877857903, -3.67794605366], [27.8320806023, -3.98021984652]]"
12532,1,Liverpool Football Club,-16.9607315972,-20.3946051825,20.4434727976021,12.150352063058252,-15.629923229999996,-52.5,114.36771605106875,20,8,"[[-22.7886481629, -17.3272927386], [-24.201111397, -16.0181963586], [-25.4894278763, -14.7816086412], [-26.6374394442, -13.6570301843], [-27.6838405239, -12.5529326208], [-28.6608865094, -11.4626729863], [-29.5522350463, -10.459861384], [-30.3568466534, -9.52609465731], [-31.0747213307, -8.66137280621], [-31.7814276941, -7.81497468642], [-32.4039847854, -7.03448721488], [-32.9648674732, -6.28628282639], [-33.4565058249, -5.64189514483], [-33.9294174474, -5.0179982818], [-34.3621283815, -4.47357059643], [-34.7847424533, -3.97764449065]]"
13362,1,Manchester City,24.2973678226,0.25669771291,14.975142299177673,23.337713926852313,14.948819739999983,52.5,98.21342542274068,21,31,"[[24.2916018293, -3.26898903812], [25.6348878286, -3.15165424301], [26.8648053136, -2.94525000611], [28.087437485, -2.69804062073], [29.1549758966, -2.53768329091], [29.9638519766, -2.45798128115], [30.5493313348, -2.36033015689], [30.9147525607, -2.27175000587], [31.0601156543, -2.19224082807], [31.388757742, -2.02586148502], [31.6324395324, -1.96376606101], [31.870067878, -1.94518689317], [32.0640365875, -1.94990362951], [32.2355186163, -1.99396005883], [32.3319606435, -1.98545283852], [32.6118949475, -1.8332802536]]"
14012,1,Manchester City,37.2121707371,25.6375209263,27.30843749290573,1.7095523425739476,24.38724433099999,52.5,138.25173980710258,22,36,"[[37.2344699468, 27.5914428042], [39.9065964956, 29.2473171356]]"
16829,1,Liverpool Football Club,-50.3781961714,-27.6943866185,26.113370657364413,15.799936652087752,-20.304932935999958,-52.5,146.36678993890982,27,18,"[[-48.6076493612, -29.9973151703], [-51.0124558892, -28.0448750724], [-49.940327181, -28.8923563272], [-50.0779243658, -28.7434025578], [-50.1765758954, -28.6119740078], [-50.2362817696, -28.4980706771]]"
17729,1,Manchester City,1.44303333759,-17.2932474046,14.527949156175692,17.412148037779414,6.199942339510001,52.5,90.05189381865787,28,48,"[[-0.699189258089, -17.6866439739], [0.114617026528, -16.0862852345], [0.375274389399, -15.2931089056], [0.764496490078, -14.3962823368], [1.13502810678, -13.5565918267], [1.45563006764, -12.8310848695], [1.75470138399, -12.1440813467], [1.99723210551, -11.2677309977], [2.20521765342, -10.4010432039], [2.62918431126, -9.34219953236], [3.15902143892, -8.15423691345], [3.79472903639, -6.83715534716], [4.83082452762, -5.57355074174], [5.74069297259, -4.22072246937], [6.53690142999, -3.04511968833], [7.30734675748, -1.80912737364]]"
17834,1,Manchester City,49.7677298046,-11.8480271839,12.147938397274787,32.62959751697439,7.728511074000011,52.5,93.36928950334833,28,58,"[[50.9503845735, -10.6991432808], [51.9401337234, -9.3522203336], [52.9552931055, -7.87876657305], [53.8650891671, -6.52713223978], [54.6677858385, -5.31954429897], [55.3962143647, -4.20022430204], [56.0503747458, -3.16917224898], [56.6102031881, -2.20457955211], [56.9938770988, -1.42975072286], [57.3838631244, -0.681255747493], [57.7419234384, -0.00623645851186], [58.0560418152, 0.589532665407], [58.3262182547, 1.10605162426]]"
19019,1,,-21.9961498805,-5.77509471348,21.72228176630037,0.8324994691348309,-9.052701927000015,-52.5,109.44390830063668,30,57,"[[-24.1425569953, -7.30799023944], [-24.9285504696, -9.34995595107], [-25.7158779654, -11.3608729386], [-26.630340539, -12.9343339748], [-27.8147829743, -13.7410485316], [-28.9265158178, -14.6568939688], [-30.0143578011, -15.5402769144], [-30.9837817258, -16.5615130812], [-31.8201799771, -17.7618950606], [-32.6954268702, -18.8230148358], [-33.5530675767, -19.8457786489], [-34.3931020965, -20.8301864998], [-35.3686037287, -21.627221243], [-36.4358891762, -22.2807485707], [-37.7255071778, -22.8164445347], [-38.9445058865, -23.1610880264]]"
19378,1,Liverpool Football Club,-19.895617258,4.68009812491,13.636177693861177,31.272147318083096,-8.858916908999994,-52.5,99.45303578738898,31,32,"[[-21.3501882266, 3.56729883823], [-22.4794720257, 2.31090946094], [-23.8521479329, 0.834783653603], [-24.822940831, -0.575941122249], [-25.7463155931, -2.13685169784], [-26.6682618901, -3.4320087864], [-27.5230436151, -4.70731219987], [-28.3698252135, -5.87094768515], [-29.1158237156, -6.98571559896], [-29.7063437119, -7.72636949578], [-30.001595212, -8.31584641836], [-30.0632328667, -8.70521331302], [-29.8912566761, -8.89447017976], [-29.933750758, -8.98089783402], [-29.9465894297, -9.07683452538], [-29.9730345222, -9.09956413524]]"
20349,1,Manchester City,16.0031123843,6.62583927881,18.933105841441467,12.267390004908256,6.2137919819999965,52.5,106.93291921211558,33,10,"[[21.4589476983, 3.65141735016], [22.1632490835, 5.64927629597], [22.5855194557, 7.14605195364], [23.0998397075, 8.98082786708], [23.5879793499, 10.7009014027], [24.0011494784, 12.1618581988], [24.3204974383, 13.3094026671], [24.5789042183, 14.2401622188], [24.7978988841, 14.9945812217], [24.9898233259, 15.6461141656], [25.1517818434, 16.1818433261], [25.2837744366, 16.6017687031], [25.3460617979, 16.7090154248], [25.3930292351, 16.7643061108], [25.4618655681, 16.9897804392], [25.5441273486, 17.3232515973]]"
21514,1,Manchester City,26.6827492487,10.3499940236,16.367551766078467,35.00394166149611,15.262741670999986,52.5,116.84170049188845,35,6,"[[28.9274593147, 11.4093943447], [30.6298330439, 12.2381152887], [32.3066725595, 13.2501125216], [33.8484096776, 14.2280518853], [35.2724799451, 15.0980096278], [36.5960101318, 15.9098937435], [37.8190002378, 16.6637042322], [38.8593719871, 17.1318388656], [39.8719460331, 17.6374269595], [40.8508021187, 18.145584978], [41.7391920474, 18.5813034831], [42.3899208038, 18.642923967], [42.8563444815, 18.4401309075], [43.0929491618, 17.8940150064], [43.2466112805, 17.2599753669], [43.2655798859, 16.4465955608]]"
21516,1,Manchester City,34.3645232064,16.5450598853,19.58552822998375,9.560415213895359,16.76839515600001,52.5,107.48805636381411,35,6,"[[32.3066725595, 13.2501125216], [33.8484096776, 14.2280518853], [35.2724799451, 15.0980096278], [36.5960101318, 15.9098937435], [37.8190002378, 16.6637042322], [38.8593719871, 17.1318388656], [39.8719460331, 17.6374269595], [40.8508021187, 18.145584978], [41.7391920474, 18.5813034831], [42.3899208038, 18.642923967], [42.8563444815, 18.4401309075], [43.0929491618, 17.8940150064], [43.2466112805, 17.2599753669], [43.2655798859, 16.4465955608], [43.1498549781, 15.4538755882], [43.4565521289, 13.623777996]]"
21535,1,Manchester City,42.6911471231,3.2062297206,22.01765780019599,4.400050852973,5.531848514999993,52.5,114.48833985395295,35,8,"[[46.5981587186, 5.67777350353], [46.899973596, 3.31454342188], [47.1662170338, 1.13159950557], [47.3289056956, -0.933870203263], [47.4224139724, -2.84969325132], [47.4467418644, -4.61586963859], [47.5692843417, -6.26408523187], [47.5778101234, -7.87825553885], [47.6057252123, -9.31242481418], [47.5209108826, -10.7767871237], [47.4622349508, -12.0985492617], [47.3860064639, -13.3309094473], [47.3338151613, -14.4289461503], [47.3031179091, -15.4408626228], [47.2653829215, -16.3807172715], [47.2206101984, -17.2485100965]]"
23400,1,Liverpool Football Club,-16.7168589092,-26.3299119132,16.75525880819956,16.45719283239323,-13.787993514000014,-52.5,100.23348687339103,38,15,"[[-20.8864655524, -28.4742871111], [-21.9078784189, -27.7682440384], [-22.9536714618, -27.0513979107], [-23.9352789082, -26.4171627632], [-24.8608348462, -25.7993647508], [-25.7115369161, -25.2260892856], [-26.4953646498, -24.7004060159], [-27.2120978171, -24.2298974816], [-27.9053637388, -23.7846810603], [-28.5588547343, -23.3768875342], [-29.1725708035, -23.0065169034], [-29.7009767907, -22.599480475], [-29.9632101872, -22.2353869712], [-30.0350396828, -21.8820236299], [-29.9196322506, -21.6761781359], [-29.8464600053, -21.4554350401]]"
